GDLcode,constant,iso_code,country,region,shdi
VENr107,World,VEN,Venezuela,Bolivar,   0.729209000000000
VENr108,World,VEN,Venezuela,Carabobo,   0.747271000000000
VENr109,World,VEN,Venezuela,Cojedes,   0.702213000000000
VENr110,World,VEN,Venezuela,Amacuros Delta Federal Territory,   0.710450000000000
VENr111,World,VEN,Venezuela,Falcon,   0.715794000000000
VENr112,World,VEN,Venezuela,Guarico,   0.686656000000000
VENr113,World,VEN,Venezuela,Lara,   0.705809000000000
VENr114,World,VEN,Venezuela,Merida,   0.713543000000000
VENr115,World,VEN,Venezuela,Miranda,   0.758502000000000
VENr116,World,VEN,Venezuela,Monagas,   0.716608000000000
VENr117,World,VEN,Venezuela,Nueva Esparta,   0.745970000000000
VENr118,World,VEN,Venezuela,Portuguesa,   0.670677000000000
VENr119,World,VEN,Venezuela,Sucre,   0.693844000000000
VENr120,World,VEN,Venezuela,Tachira,   0.723182000000000
VENr121,World,VEN,Venezuela,Trujillo,   0.693269000000000
VENr122,World,VEN,Venezuela,Yaracuy,   0.691463000000000
VENr123,World,VEN,Venezuela,Zulia,   0.711730000000000
VENr124,World,VEN,Venezuela,Vargas,   0.745511000000000
VNMr101,World,VNM,Vietnam,Red River Delta,   0.736154000000000
VNMr102,World,VNM,Vietnam,"North East, North West",   0.650308000000000
VNMr103,World,VNM,Vietnam,North Central Coast and South Central Coast,   0.694484000000000
VNMr104,World,VNM,Vietnam,Central Highlands,   0.644676000000000
VNMr105,World,VNM,Vietnam,South East,   0.725665000000000
VNMr106,World,VNM,Vietnam,Mekong River Delta,   0.654122000000000
VUTr101,World,VUT,Vanuatu,Tafea,   0.539522000000000
VUTr102,World,VUT,Vanuatu,Shefa,   0.587704000000000
VUTr103,World,VUT,Vanuatu,Malampa,   0.565932000000000
VUTr104,World,VUT,Vanuatu,Penama,   0.538557000000000
VUTr105,World,VUT,Vanuatu,Sanma,   0.567301000000000
VUTr106,World,VUT,Vanuatu,Torba,   0.543191000000000
WSMt,World,WSM,Samoa,Total,   0.706888000000000
YEMr101,World,YEM,Yemen,Ibb,   0.457587000000000
YEMr102,World,YEM,Yemen,"Abyan, Aden (town and countryside), Lahej, Ad Dali (Al Dhalih)",   0.512019000000000
YEMr103,World,YEM,Yemen,"Sana a (capital; Al Amana), Sana a (governorate)",   0.529292000000000
YEMr104,World,YEM,Yemen,"Beida (Al Bayda), Dhamar, Raimah",   0.415395000000000
YEMr105,World,YEM,Yemen,Taiz,   0.478325000000000
YEMr106,World,YEM,Yemen,"Jawf, Hadramet, Shabda (Shabwah), Marib, Mohra (Al Mahrah)",   0.513872000000000
YEMr107,World,YEM,Yemen,"Hajja, Sada, Amran (Omran)",   0.400711000000000
YEMr108,World,YEM,Yemen,"Hodeida (Al Hudaydah), Mahweit (Al Mahwit)",   0.413655000000000
ZAFr101,World,ZAF,South Africa,Western Cape,   0.740808000000000
ZAFr102,World,ZAF,South Africa,Eastern Cape,   0.669123000000000
ZAFr103,World,ZAF,South Africa,Northern Cape,   0.694378000000000
ZAFr104,World,ZAF,South Africa,Free State,   0.705152000000000
ZAFr105,World,ZAF,South Africa,KwaZulu Natal,   0.700612000000000
ZAFr106,World,ZAF,South Africa,North West,   0.671051000000000
ZAFr107,World,ZAF,South Africa,Gauteng,   0.726363000000000
ZAFr108,World,ZAF,South Africa,Mpumalanga,   0.672989000000000
ZAFr109,World,ZAF,South Africa,Northern Province,   0.705115000000000
ZMBr101,World,ZMB,Zambia,Central,   0.575386000000000
ZMBr102,World,ZMB,Zambia,Copperbelt,   0.673503000000000
ZMBr103,World,ZMB,Zambia,Eastern,   0.508565000000000
ZMBr104,World,ZMB,Zambia,Luapula,   0.529487000000000
ZMBr105,World,ZMB,Zambia,Lusaka,   0.675163000000000
ZMBr106,World,ZMB,Zambia,Northern,   0.541247000000000
ZMBr107,World,ZMB,Zambia,North-Western,   0.565489000000000
ZMBr108,World,ZMB,Zambia,Southern,   0.591814000000000
ZMBr109,World,ZMB,Zambia,Western,   0.532908000000000
ZWEr101,World,ZWE,Zimbabwe,Manicaland,   0.525343000000000
ZWEr102,World,ZWE,Zimbabwe,Mashonaland Central,   0.518664000000000
ZWEr103,World,ZWE,Zimbabwe,Mashonaland East,   0.538256000000000
ZWEr104,World,ZWE,Zimbabwe,Mashonaland West,   0.547435000000000
ZWEr105,World,ZWE,Zimbabwe,Matebeleland North,   0.527767000000000
ZWEr106,World,ZWE,Zimbabwe,Matebeleland South,   0.536536000000000
ZWEr107,World,ZWE,Zimbabwe,Midlands,   0.560737000000000
ZWEr108,World,ZWE,Zimbabwe,Masvingo,   0.558965000000000
ZWEr109,World,ZWE,Zimbabwe,Harare,   0.645073000000000
ZWEr110,World,ZWE,Zimbabwe,Bulawayo,   0.670522000000000
