asdf_id,shapeName,COORD_X,COORD_Y,poly_id,mun,mun_id,dep,dep_id,dep_mun,shapeID,imds,rank_imds,population_2020,urbano_2012,sdg1_1_ubn,sdg1_2_mpi,sdg1_4_abs,sdg2_2_cmc,sdg2_2_oww,sdg2_4_pual,sdg2_4_td,sdg3_1_idca,sdg3_2_imr,sdg3_2_mrc,sdg3_3_cdir,sdg3_3_di,sdg3_3_imr,sdg3_3_ti,sdg3_3_hivi,sdg3_7_afr,sdg4_1_ssdrm,sdg4_1_ssdrf,sdg4_4_phe,sdg4_6_lr,sdg4_c_qti,sdg4_c_qts,sdg5_1_gpsd,sdg5_1_gpyp,sdg5_1_gpmpi,sdg5_5_gpop,sdg6_1_dwc,sdg6_2_sc,sdg6_3_wwt,sdg7_1_ec,sdg7_1_rec,sdg7_1_cce,sdg7_3_co2epc,sdg8_5_oprm,sdg8_5_ofrm,sdg8_6_mlm,sdg8_6_wlm,sdg8_10_dbb,sdg8_11_idi,sdg9_1_routes,sdg9_5_cd,sdg9_c_mnc,sdg9_c_drb,sdg10_2_gcye,sdg10_2_nssp,sdg11_1_hocr,sdg11_1_hno,sdg11_2_samt,sdg13_1_ccvi,sdg13_2_tco2e,sdg13_2_dra,sdg15_1_pa,sdg15_5_blr,sdg16_1_rhr,sdg16_6_pbec,sdg16_9_cr,sdg17_1_pmtax,sdg17_5_pipc,index_sdg1,index_sdg2,index_sdg3,index_sdg4,index_sdg5,index_sdg6,index_sdg7,index_sdg8,index_sdg9,index_sdg10,index_sdg11,index_sdg13,index_sdg15,index_sdg16,index_sdg17,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,pop2018,pop2019,pop2020,ln_NTLpc2012,ln_NTLpc2013,ln_NTLpc2014,ln_NTLpc2015,ln_NTLpc2016,ln_NTLpc2017,ln_NTLpc2018,ln_NTLpc2019,ln_NTLpc2020,ln_t400NTLpc2012,ln_t400NTLpc2013,ln_t400NTLpc2014,ln_t400NTLpc2015,ln_t400NTLpc2016,ln_t400NTLpc2017,ln_t400NTLpc2018,ln_t400NTLpc2019,ln_t400NTLpc2020,co2015,co2016,co2017,co2018,co2019,co2020,tr400_co2015,tr400_co2016,tr400_co2017,tr400_co2018,tr400_co2019,tr400_co2020,sdg1_1_eepr,sdg8_4_rem,sdg9_5_eutf,sdg10_2_iec
164,Jesús de Machaka, -68.739570999999998, -16.761218000000000,72,Jesús de Machaca,20806,La Paz,4,La Paz-Jesús de Machaca,BOL-ADM3-33444609B81723104,  52.500000000000000,128,15416,0,  86.699996999999996,   0.177000000000000,  27.899999999999999,  23.100000000000001,  21.700001000000000,  10.800000000000001,5,  20.200001000000000,  25.399999999999999,  31.899999999999999,0,0,0,19,0,32,2,3,   6.900000000000000,  94.199996999999996,100,  59.700001000000000,0,0,   0.900000000000000,   0.900000000000000,  61.299999000000000,72,0,  60.900002000000001,25,22,   0.100000000000000,  71.500000000000000,  63.099997999999999,  13.500000000000000,  18.899999999999999,6,0,1,4,34,   0.500000000000000,   0.340000000000000,  15.800000000000001,  16.700001000000000,  37.500000000000000,   3.600000000000000,1,   0.100000000000000,0,0,0,0,  70.300003000000004,  94.199996999999996,   0.100000000000000,597,  24.809999000000001,  35.979999999999997,  81.330001999999993,  66.430000000000007,  72.370002999999997,  39.020000000000003,  41.610000999999997,  45.549999000000000,  34.349997999999999,  76.699996999999996,  49.900002000000001,  81.989998000000000,50,  80.959998999999996,   6.730000000000000,13145.721999999999753,13311.681000000000495,13459.729999999999563,13612.472999999999956,13792.350000000000364,13946.370999999999185,14110.060999999999694,14307.234000000000378,14459.064000000000306,14591.354999999999563,14774.565000000000509,14993.034999999999854,15121.975000000000364,15322.250000000000000,15499.183999999999287,15685.290999999999258,15918.506999999999607,16076.215000000000146,16276.895000000000437,16473.159999999999854,  11.676076999999999,  11.545042000000000,  11.186742000000001,  11.831066999999999,  12.111897000000001,  13.114492000000000,  13.488735000000000,  13.734740000000000,  13.718451000000000,  11.123291999999999,  11.460122000000000,  11.798318000000000,  12.139472000000000,  12.483655000000001,  12.830159000000000,  13.177350000000001,  13.524305999999999,  13.870880000000000, 399.695920000000001, 403.044890000000009, 405.047300000000007, 407.566739999999982, 409.887909999999977, 411.990909999999985, 400.186800000000005, 402.576900000000023, 404.979949999999974, 407.396000000000015, 409.825260000000014, 412.268219999999985,88.800003,24.6,22.200001,23
165,Puerto Mayor de Guaqui, -68.821186999999995, -16.606463000000002,68,Guaqui,20802,La Paz,4,La Paz-Guaqui,BOL-ADM3-33444609B3928389,  53.400002000000001,106,7313,0,  69.800003000000004,   0.097000000000000,  27.399999999999999,  14.000000000000000,  22.799999000000000,   3.900000000000000,20,  28.100000000000001,  28.899999999999999,  36.700001000000000,0,0,0,68,0,31,1,3,   7.200000000000000,  88.699996999999996,100,  58.799999000000000,0,0,   0.600000000000000,   0.900000000000000,  92.800003000000004,40,0,  83.900002000000001,81,52,   0.200000000000000,  62.900002000000001,  57.799999000000000,  35.200001000000000,  18.299999000000000,13,0,2,5,50,   2.400000000000000,   0.400000000000000,  14.600000000000000,  11.199999999999999,  66.199996999999996,   0.000000000000000,1,   0.200000000000000,0,0,0,0,  79.599997999999999,  94.000000000000000,   0.200000000000000,1232,  38.560001000000000,  33.610000999999997,  77.260002000000000,  64.050003000000004,  52.810001000000000,  42.430000000000000,  59.979999999999997,  27.750000000000000,  53.500000000000000,  68.500000000000000,  43.099997999999999,  87.010002000000000,50,  85.559997999999993,  16.170000000000002,7345.706100000000333,7328.214799999999741,7293.076699999999619,7282.065899999999601,7280.513200000000325,7249.367199999999684,7192.829099999999926,7189.282199999999648,7187.989300000000185,7147.341800000000148,7120.463399999999638,7068.482399999999870,7072.473600000000260,7031.872999999999593,7000.653800000000047,6968.814900000000307,6944.079099999999926,6939.541500000000269,6919.105499999999665,6900.629899999999907,  14.469868999999999,  14.629332000000000,  14.626740000000000,  14.783537000000001,  14.947915000000000,  15.069673000000000,  14.978407000000001,  14.991732000000001,  15.054876999999999,  14.540321000000000,  14.615947999999999,  14.691395999999999,  14.766510999999999,  14.840977000000001,  14.914519000000000,  14.987130000000001,  15.059193000000000,  15.131066000000001, 400.068759999999997, 402.736910000000023, 405.333250000000021, 407.466250000000002, 409.949799999999982, 412.784209999999973, 400.175929999999994, 402.641419999999982, 405.121730000000014, 407.617129999999975, 410.128080000000011, 412.654690000000016,72.199997,31.6,18.200001,46
166,Tito Yupanqui, -68.960423000000006, -16.179694999999999,109,Tito Yupanqui,21703,La Paz,4,La Paz-Tito Yupanqui,BOL-ADM3-33444609B83959891,  45.400002000000001,281,6580,55,  84.199996999999996,   0.216000000000000,  11.000000000000000,  23.100000000000001,  21.700001000000000,   0.200000000000000,1,  29.600000000000001,  22.899999999999999,  28.100000000000001,0,0,0,0,0,16,0,2,   5.700000000000000,  88.800003000000004,100,  50.000000000000000,0,0,   0.700000000000000,   0.900000000000000,  78.099997999999999,7,0,  64.099997999999999,16,27,   0.000000000000000,  67.099997999999999,  60.099997999999999,  10.699999999999999,  15.199999999999999,15,0,1,1,29,   1.200000000000000,   0.390000000000000,  16.799999000000000,  33.700001000000000,  84.699996999999996,   0.000000000000000,1,   0.000000000000000,0,0,0,0,  45.000000000000000,  88.800003000000004,   0.200000000000000,216,  18.309999000000001,  27.010000000000002,  86.379997000000003,  66.269997000000004,  48.919998000000000,  23.629999000000002,  43.919998000000000,  48.259998000000003,  23.629999000000002,  70.629997000000003,  19.559999000000001,  88.739998000000000,50,  64.379997000000003,   1.280000000000000,1923.306399999999940,2149.229699999999866,2351.505099999999857,2602.800299999999879,2830.637700000000223,3129.865200000000186,3398.673299999999927,3669.965099999999893,3990.027300000000196,4318.414999999999964,4847.082500000000437,5329.108400000000074,5772.387700000000223,6311.049799999999777,7016.821299999999610,7732.274400000000242,8412.887699999999313,9230.501000000000204,10096.746999999999389,11123.950000000000728,  12.480618000000000,  12.444642999999999,  12.153810999999999,  12.234406999999999,  12.842518000000000,  12.861281000000000,  12.917928000000000,  13.181817000000001,  13.118618000000000,  12.232866000000000,  12.346043999999999,  12.459668000000001,  12.574622000000000,  12.691024000000001,  12.808138000000000,  12.925610000000001,  13.043217000000000,  13.160721000000001, 398.422000000000025, 403.271700000000010, 404.558170000000018, 406.853360000000009, 409.867160000000013, 411.966000000000008, 399.427090000000021, 401.966369999999984, 404.519069999999999, 407.086459999999988, 409.668949999999995, 412.267029999999977,90.599998,19.6,14.3,28
167,Pucarani, -68.416364999999999, -16.360823000000000,90,Pucarani,21201,La Paz,4,La Paz-Pucarani,BOL-ADM3-33444609B86182822,  50.500000000000000,172,29799,0,  82.199996999999996,   0.193000000000000,  18.600000000000001,  23.100000000000001,  21.700001000000000,   6.500000000000000,12,  20.600000000000001,  39.099997999999999,  49.599997999999999,0,0,0,17,0,54,1,1,   5.700000000000000,  89.800003000000004,66,  59.599997999999999,1,0,   0.900000000000000,   0.800000000000000,  52.900002000000001,50,0,  72.699996999999996,64,45,   1.400000000000000,  70.400002000000001,  57.799999000000000,  12.699999999999999,  24.299999000000000,13,0,1,5,41,   1.800000000000000,   0.410000000000000,  19.899999999999999,  15.900000000000000,  59.000000000000000,   0.000000000000000,1,   1.400000000000000,0,3,0,4,  84.400002000000001,  94.099997999999999,   2.100000000000000,662,  26.100000000000001,  32.590000000000003,  73.220000999999996,  61.220001000000003,  71.180000000000007,  27.230000000000000,  49.590000000000003,  44.900002000000001,  44.250000000000000,  64.489998000000000,  42.330002000000000,  86.769997000000004,53,  69.860000999999997,  10.210000000000001,34252.828000000001339,33991.413999999997031,33510.680000000000291,34497.913999999997031,35542.813000000001921,35886.527000000001863,36358.559000000001106,36744.254000000000815,37538.375000000000000,38557.453000000001339,38996.129000000000815,39129.578000000001339,38573.281000000002678,38901.438000000001921,39491.809000000001106,39663.813000000001921,40726.684000000001106,41081.684000000001106,41456.487999999997555,41987.491999999998370,  13.325908000000000,  13.490805999999999,  13.713692999999999,  14.013795999999999,  14.169770000000000,  14.442043000000000,  14.483727000000000,  14.517187000000000,  14.527301000000000,  13.411688000000000,  13.578523000000001,  13.745348999999999,  13.911663000000001,  14.076881000000000,  14.240682000000000,  14.402965999999999,  14.564145000000000,  14.724833000000000, 399.336209999999994, 403.163599999999974, 404.571619999999996, 405.926760000000002, 409.464720000000000, 410.869320000000016, 400.005370000000028, 402.210449999999980, 404.426120000000026, 406.652829999999994, 408.891819999999996, 411.142550000000028,75.800003,20.6,27,46
168,Combaya, -68.753611000000006, -15.816798000000000,61,Combaya,20605,La Paz,4,La Paz-Combaya,BOL-ADM3-33444609B86015105,  49.400002000000001,194,4020,0,  82.800003000000004,   0.132000000000000,  23.700001000000000,  23.100000000000001,  21.700001000000000,   1.100000000000000,0,  22.500000000000000,  31.000000000000000,  42.200001000000000,0,0,0,25,0,28,6,8,   7.200000000000000,  87.000000000000000,90,  76.099997999999999,0,0,   0.800000000000000,   0.900000000000000,  93.099997999999999,28,0,  77.900002000000001,28,16,   0.000000000000000,  78.599997999999999,  70.800003000000004,   5.700000000000000,  10.300000000000001,0,0,0,3,41,   1.000000000000000,   0.390000000000000,  19.600000000000001,  18.399999999999999,  71.300003000000004,   0.000000000000000,1,   0.000000000000000,0,0,0,0,  66.300003000000004,  94.699996999999996,   0.000000000000000,978,  28.520000000000000,  27.520000000000000,  78.110000999999997,  46.369999000000000,  61.430000000000000,  38.020000000000003,  46.049999000000000,  58.020000000000003,  21.899999999999999,  68.620002999999997,  35.889999000000003,  88.750000000000000,50,  79.239998000000000,  12.199999999999999,2520.103500000000167,2567.775099999999838,2644.804900000000089,2742.194800000000214,2808.686000000000149,2867.217500000000200,2910.785199999999804,3042.771000000000186,3107.075200000000223,3235.198199999999815,3320.751999999999953,3430.432600000000093,3522.581099999999878,3549.875199999999950,3633.455800000000181,3353.541299999999865,3576.346399999999903,3597.119900000000143,3700.222200000000157,3792.218299999999999,  12.288554000000000,  12.441654000000000,  12.013957000000000,  12.068072000000001,  12.737314000000000,  13.276232000000000,  13.495823000000000,  13.445415000000001,  13.322163000000000,  12.074866000000000,  12.249233000000000,  12.425236999999999,  12.603934000000001,  12.785352000000000,  12.968181000000000,  13.150990000000000,  13.333117000000000,  13.514761999999999, 399.013309999999990, 403.359440000000006, 404.896759999999972, 406.967010000000016, 408.537719999999979, 412.156920000000014, 399.888280000000009, 402.244959999999992, 404.613400000000013, 406.994259999999997, 409.388730000000010, 411.798069999999996,85.699997,22.4,14.3,29
169,Coroico, -67.772683000000001, -16.162724000000001,101,Coroico,21401,La Paz,4,La Paz-Coroico,BOL-ADM3-33444609B70122176,  58.799999000000000,36,20691,12,  64.599997999999999,   0.098000000000000,  36.700001000000000,  14.000000000000000,  22.799999000000000,   3.100000000000000,0,  53.799999000000000,  21.600000000000001,  25.399999999999999,0,0,0,137,12,50,5,2,  13.300000000000001,  95.300003000000004,72,  62.299999000000000,2,0,   1.000000000000000,   0.900000000000000,  78.900002000000001,51,0,  77.199996999999996,117,45,   0.500000000000000,  79.300003000000004,  71.199996999999996,   6.200000000000000,  10.600000000000000,24,1,4,3,52,   3.000000000000000,   0.350000000000000,   6.800000000000000,  22.899999999999999,  52.099997999999999,   0.000000000000000,1,   3.900000000000000,0,33,0,0,  61.500000000000000,  92.000000000000000,   1.200000000000000,467,  47.479999999999997,  32.169998000000000,  78.120002999999997,  60.490001999999997,  89.000000000000000,  39.520000000000003,  56.240001999999997,  71.220000999999996,  51.520000000000003,  75.610000999999997,  39.700001000000000,  82.480002999999996,77,  74.970000999999996,   6.180000000000000,14692.700000000000728,15113.957000000000335,15417.727000000000771,16203.114999999999782,17201.861000000000786,17719.383000000001630,18191.491999999998370,19022.465000000000146,19725.567999999999302,20190.770000000000437,21078.055000000000291,22247.120999999999185,22882.793000000001484,23935.171999999998661,24636.555000000000291,25643.715000000000146,26841.831999999998516,27711.419999999998254,28750.752000000000407,29980.528999999998632,  11.370144000000000,  11.619740000000000,  11.461335999999999,  11.923878999999999,  11.687056999999999,  11.527286999999999,  11.609598000000000,  11.374829000000000,  11.553622000000001,  11.574839000000001,  11.575996000000000,  11.576634000000000,  11.576377000000001,  11.574558000000000,  11.571383000000001,  11.567342999999999,  11.562806000000000,  11.558259000000000, 398.198089999999979, 401.749270000000024, 403.608920000000012, 405.134889999999984, 406.019040000000018, 408.847140000000024, 399.106659999999977, 401.024810000000002, 402.950069999999982, 404.881680000000017, 406.820980000000020, 408.769780000000026,52.099998,6.6999998,20,65
170,Coripata, -67.566469999999995, -16.208129000000000,102,Coripata,21402,La Paz,4,La Paz-Coripata,BOL-ADM3-33444609B52332460,  59.200001000000000,33,18873,0,  54.900002000000001,   0.051000000000000,  46.000000000000000,  14.000000000000000,  22.799999000000000,   2.900000000000000,0,  50.299999000000000,  27.399999999999999,  33.900002000000001,0,0,0,114,13,55,4,2,   5.300000000000000,  95.699996999999996,80,  54.500000000000000,1,0,   0.900000000000000,   1.000000000000000,  95.400002000000001,49,0,  90.099997999999999,164,63,   0.500000000000000,  79.800003000000004,  77.300003000000004,   5.200000000000000,   7.300000000000000,21,0,1,3,67,   1.200000000000000,   0.330000000000000,   6.400000000000000,  22.700001000000000,  51.500000000000000,   0.000000000000000,1,   2.600000000000000,0,0,0,0,  73.300003000000004,  89.599997999999999,   3.000000000000000,1480,  57.020000000000003,  32.000000000000000,  74.050003000000004,  59.549999000000000,  87.540001000000004,  46.509998000000003,  67.790001000000004,  72.099997999999999,  39.979999999999997,  79.459998999999996,  40.080002000000000,  84.319999999999993,45,  79.379997000000003,  23.280000999999999,14140.297000000000480,14459.970999999999549,14845.745000000000800,15487.236000000000786,15957.444999999999709,16389.811000000001513,16938.773000000001048,17244.423999999999069,17841.106999999999971,18379.150000000001455,18813.745999999999185,19338.447000000000116,20021.699000000000524,20548.004000000000815,21613.715000000000146,22027.888999999999214,22829.106999999999971,23521.901999999998225,24248.798999999999069,25002.150000000001455,  11.328598000000000,  11.298354000000000,  11.269415000000000,  11.424201000000000,  11.645478000000001,  11.619339000000000,  11.871278000000000,  11.673470000000000,  11.833446000000000,  11.241807000000000,  11.319139000000000,  11.396497999999999,  11.474040000000000,  11.551600000000001,  11.628894000000001,  11.705864999999999,  11.782434000000000,  11.858940000000000, 397.006809999999973, 400.955600000000004, 403.638640000000009, 406.701169999999991, 406.364649999999983, 408.902530000000013, 398.303620000000024, 400.541690000000017, 402.789280000000019, 405.043880000000001, 407.305270000000007, 409.577549999999974,45.599998,8.6000004,21.4,54
171,Quiabaya, -68.714798999999999, -15.601604999999999,60,Quiabaya,20604,La Paz,4,La Paz-Quiabaya,BOL-ADM3-33444609B75079070,  50.099997999999999,183,2640,0,  82.300003000000004,   0.174000000000000,  19.799999000000000,  23.100000000000001,  21.700001000000000,   1.300000000000000,0,  22.000000000000000,  41.799999000000000,  53.299999000000000,0,0,0,186,0,67,4,4,   6.400000000000000,  88.400002000000001,58,  89.800003000000004,1,0,   0.800000000000000,   0.900000000000000,  78.800003000000004,35,0,  74.199996999999996,66,20,   0.100000000000000,  82.400002000000001,  72.500000000000000,   6.800000000000000,  16.000000000000000,0,0,0,2,46,   2.600000000000000,   0.460000000000000,  19.100000000000001,  14.000000000000000,  63.900002000000001,   0.000000000000000,1,   0.100000000000000,0,0,0,0,  77.000000000000000,  89.800003000000004,   0.100000000000000,1339,  27.860001000000000,  27.719999000000001,  61.229999999999997,  54.380001000000000,  76.550003000000004,  33.790000999999997,  47.330002000000000,  59.830002000000000,  26.489999999999998,  62.020000000000003,  41.869999000000000,  83.309997999999993,50,  81.430000000000007,  17.549999000000000,2176.052200000000084,2181.449999999999818,2175.505900000000111,2162.807099999999991,2198.930699999999888,2212.250199999999950,2221.719999999999800,2225.901400000000194,2244.641099999999824,2277.051800000000185,2251.399399999999787,2269.074700000000121,2286.012200000000121,2298.664600000000064,2310.183100000000195,2361.468800000000101,2348.303699999999935,2384.704799999999977,2396.376999999999953,2409.477100000000064,  11.607357000000000,  12.039173000000000,  11.802637000000001,  12.853650000000000,  13.403860999999999,  13.687118000000000,  13.769940999999999,  13.620424000000000,  13.595319000000000,  11.749336000000000,  12.048788000000000,  12.347695000000000,  12.645670000000001,  12.940963000000000,  13.232343999999999,  13.519739000000000,  13.804214999999999,  14.087460999999999, 399.099179999999990, 402.883179999999982, 403.961400000000026, 407.084630000000004, 408.135859999999980, 411.988620000000026, 399.595669999999984, 401.949680000000001, 404.316219999999987, 406.696660000000008, 409.090939999999989, 411.500670000000014,74.699997,18.799999,20,35
172,Aucapata, -68.699084999999997, -15.438554000000000,56,Aucapata,20503,La Paz,4,La Paz-Aucapata,BOL-ADM3-33444609B51912538,  43.400002000000001,300,5771,0,  89.599997999999999,   0.182000000000000,  17.600000000000001,  23.100000000000001,  21.700001000000000,   2.700000000000000,1,  20.000000000000000,  30.700001000000000,  38.700001000000000,0,0,0,87,0,92,2,4,   3.500000000000000,  84.800003000000004,72,  57.299999000000000,0,0,   0.800000000000000,   0.800000000000000,  85.000000000000000,18,0,  74.099997999999999,42,24,   0.100000000000000,  72.199996999999996,  55.500000000000000,  10.000000000000000,  26.700001000000000,0,0,0,2,28,   0.900000000000000,   0.480000000000000,  33.000000000000000,  24.100000000000001,  75.800003000000004,   0.000000000000000,2,   0.100000000000000,0,0,0,0,  61.000000000000000,  90.900002000000001,   0.000000000000000,461,  22.530000999999999,  28.899999999999999,  69.650002000000001,  51.720001000000003,  52.599997999999999,  30.910000000000000,  47.520000000000003,  41.599997999999999,  18.680000000000000,  50.150002000000001,  30.010000000000002,  77.470000999999996,49,  74.010002000000000,   4.630000000000000,3983.119599999999991,4084.831999999999880,4215.357399999999870,4322.292000000000371,4427.845699999999852,4537.591800000000148,4647.168899999999667,4763.028800000000047,4887.493199999999888,5019.735399999999572,5148.909200000000055,5304.835900000000038,5420.620100000000093,5573.677700000000186,5666.916500000000269,5772.391599999999926,5973.342800000000352,6120.822299999999814,6275.278299999999945,6431.072299999999814,   0.000000000000000,   0.000000000000000,   8.909473999999999,   8.461764000000001,   9.538962000000000,   9.064386000000001,  10.932665999999999,  10.689624000000000,  10.549778999999999,   8.959913999999999,   9.136075000000000,   9.314469000000001,   9.497835000000000,   9.687900000000001,   9.883801999999999,  10.084303999999999,  10.286123000000000,  10.488098000000001, 399.093509999999981, 402.449889999999982, 403.852840000000015, 406.263669999999991, 407.276610000000005, 412.405669999999986, 399.291870000000017, 401.645050000000026, 404.011320000000012, 406.392699999999991, 408.790439999999990, 411.205080000000009,83.800003,20,22.700001,40
173,Ayo Ayo, -68.019484000000006, -17.076525000000000,96,Ayo Ayo,21303,La Paz,4,La Paz-Ayo Ayo,BOL-ADM3-33444609B77019342,  50.099997999999999,181,7992,0,  85.900002000000001,   0.212000000000000,   9.900000000000000,  23.100000000000001,  21.700001000000000,  10.600000000000000,76,  22.100000000000001,  33.500000000000000,  41.700001000000000,0,0,0,12,0,49,4,1,   3.600000000000000,  93.300003000000004,66,  76.900002000000001,3,0,   0.900000000000000,   0.900000000000000,  42.500000000000000,32,0,  66.699996999999996,41,41,   1.300000000000000,  78.800003000000004,  71.500000000000000,   6.100000000000000,  14.900000000000000,12,0,2,4,38,   2.000000000000000,   0.380000000000000,  13.699999999999999,  17.100000000000001,  79.800003000000004,   0.000000000000000,2,   1.300000000000000,0,0,0,0,  64.800003000000004,  94.000000000000000,   0.000000000000000,551,  20.090000000000000,  38.430000000000000,  77.019997000000004,  60.320000000000000,  71.720000999999996,  15.949999999999999,  45.950001000000000,  56.540000999999997,  48.990001999999997,  73.569999999999993,  33.659999999999997,  75.790001000000004,50,  78.010002000000000,   5.950000000000000,8249.115200000000186,8318.564500000000407,8482.607400000000780,8562.019500000000335,8564.214799999999741,8495.798800000000483,8865.236300000000483,8845.466800000000148,8908.068400000000111,9241.539099999999962,9113.630900000000111,9412.664099999999962,9561.580099999999220,9642.268599999999424,9636.980499999999665,9714.287099999999555,9784.077100000000428,9933.783199999999852,10077.497999999999593,10232.790999999999258,  13.765186999999999,  13.975650000000000,  13.611985000000001,  13.789452000000001,  14.057969999999999,  14.628238000000000,  14.484783000000000,  14.460729000000001,  14.415348000000000,  13.699716000000000,  13.807442999999999,  13.915461000000001,  14.024400999999999,  14.134136000000000,  14.243952000000000,  14.352941000000000,  14.461163000000001,  14.569000000000001, 400.492740000000026, 402.145809999999983, 405.432590000000005, 406.684810000000027, 409.752990000000011, 410.276400000000024, 400.596130000000016, 402.663700000000006, 404.741550000000018, 406.828370000000007, 408.924190000000010, 411.029049999999984,82.099998,30.1,20.6,33
174,Azurduy, -64.432694999999995, -20.181806000000002,4,Azurduy,10201,Chuquisaca,2,Chuquisaca-Azurduy,BOL-ADM3-33444609B52543177,  37.900002000000001,333,10948,0,  87.699996999999996,   0.440000000000000,  12.800000000000001,  40.599997999999999,  16.899999999999999,  26.600000000000001,4,  34.900002000000001,  36.200001000000000,  48.099997999999999,0,0,1,9,205,99,8,7,   8.500000000000000,  75.400002000000001,50,  82.000000000000000,1,0,   1.200000000000000,   0.400000000000000,  45.700001000000000,19,0,  16.299999000000000,27,13,   0.000000000000000,  69.800003000000004,  30.700001000000000,  14.000000000000000,  41.299999000000000,9,0,0,1,11,   1.300000000000000,   0.570000000000000,  31.799999000000000,  36.900002000000001,  77.699996999999996,   0.000000000000000,2,   0.700000000000000,0,0,0,0,  75.699996999999996,  88.000000000000000,   0.100000000000000,998,   7.650000000000000,  46.439999000000000,  66.819999999999993,  32.189999000000000,  62.110000999999997,  12.779999999999999,  27.420000000000002,  26.219999000000001,   7.920000000000000,  41.900002000000001,  19.820000000000000,  75.989998000000000,49,  79.559997999999993,  12.609999999999999,11718.431000000000495,11621.795000000000073,11556.640999999999622,11482.747999999999593,11421.701999999999316,11347.314000000000306,11271.700000000000728,11218.070999999999913,11136.529000000000451,11078.656000000000859,11009.387000000000626,10927.534999999999854,10841.824000000000524,10781.227000000000771,10729.293999999999869,10678.862999999999374,10616.299999999999272,10559.768000000000029,10491.790000000000873,10436.736000000000786,  11.136692999999999,  11.400161000000001,  11.328924000000001,  11.476696000000000,  11.913466000000000,  13.052657000000000,  12.948467000000001,  12.834251000000000,  12.772470999999999,  11.048311999999999,  11.310169000000000,  11.572208000000000,  11.834868000000000,  12.097982999999999,  12.360485000000001,  12.620846999999999,  12.879276000000001,  13.136794000000000, 398.699279999999987, 400.344020000000000, 402.195499999999981, 405.774319999999989, 407.830080000000009, 409.041110000000003, 398.446469999999977, 400.643520000000024, 402.853240000000028, 405.075739999999996, 407.309360000000027, 409.553890000000024,86.800003,21.4,0,48
175,Tipuani, -68.055884000000006, -15.584172000000001,62,Tipuani,20606,La Paz,4,La Paz-Tipuani,BOL-ADM3-33444609B93497004,  52.099997999999999,138,10449,24,  57.299999000000000,   0.055000000000000,  35.400002000000001,  14.000000000000000,  22.799999000000000,   2.300000000000000,0,  73.800003000000004,  33.700001000000000,  43.799999000000000,0,1,0,358,0,78,4,2,   7.500000000000000,  96.900002000000001,66,  55.200001000000000,2,0,   1.700000000000000,   0.700000000000000,  89.199996999999996,29,0,  91.800003000000004,151,82,   0.400000000000000,  75.199996999999996,  49.400002000000001,   8.699999999999999,  30.799999000000000,0,0,0,4,73,   1.400000000000000,   0.330000000000000,   4.600000000000000,  29.200001000000000,  50.799999000000000,   0.000000000000000,1,   4.100000000000000,0,0,0,0,  67.699996999999996,  86.699996999999996,   0.000000000000000,356,  48.820000000000000,  31.469999000000001,  66.690002000000007,  59.619999000000000,  81.709998999999996,  36.580002000000000,  73.389999000000003,  44.029998999999997,  36.590000000000003,  68.800003000000004,  35.570000000000000,  81.459998999999996,38,  74.650002000000001,   3.110000000000000,8391.707000000000335,8327.307600000000093,8507.349599999999555,8773.535200000000259,8602.138699999999517,8856.212900000000445,8889.239299999999275,8569.618200000000797,8809.520500000000538,8882.347700000000259,9013.917999999999665,8962.622999999999593,9152.863300000000891,9048.939500000000407,9253.955099999999220,9288.056599999999889,9296.287099999999555,9382.703100000000632,9463.166999999999462,9525.644500000000335,   8.398978000000000,  11.457604999999999,  11.152056000000000,  11.893397999999999,  11.804090000000000,  11.646602000000000,  12.132884000000001,  12.490247000000000,  11.967638000000001,  10.136967000000000,  10.475253000000000,  10.809144999999999,  11.136744000000000,  11.457013000000000,  11.770804000000000,  12.079838000000001,  12.385526000000000,  12.689408999999999, 398.586360000000013, 403.906560000000013, 403.392850000000010, 405.376860000000022, 405.642330000000015, 412.249079999999992, 399.489750000000015, 401.620729999999980, 403.761140000000012, 405.913940000000025, 408.081909999999993, 410.266360000000020,63.400002,12,30.799999,129
