asdf_id,shapeName,COORD_X,COORD_Y,poly_id,mun,mun_id,dep,dep_id,dep_mun,shapeID,imds,rank_imds,population_2020,urbano_2012,sdg1_1_ubn,sdg1_2_mpi,sdg1_4_abs,sdg2_2_cmc,sdg2_2_oww,sdg2_4_pual,sdg2_4_td,sdg3_1_idca,sdg3_2_imr,sdg3_2_mrc,sdg3_3_cdir,sdg3_3_di,sdg3_3_imr,sdg3_3_ti,sdg3_3_hivi,sdg3_7_afr,sdg4_1_ssdrm,sdg4_1_ssdrf,sdg4_4_phe,sdg4_6_lr,sdg4_c_qti,sdg4_c_qts,sdg5_1_gpsd,sdg5_1_gpyp,sdg5_1_gpmpi,sdg5_5_gpop,sdg6_1_dwc,sdg6_2_sc,sdg6_3_wwt,sdg7_1_ec,sdg7_1_rec,sdg7_1_cce,sdg7_3_co2epc,sdg8_5_oprm,sdg8_5_ofrm,sdg8_6_mlm,sdg8_6_wlm,sdg8_10_dbb,sdg8_11_idi,sdg9_1_routes,sdg9_5_cd,sdg9_c_mnc,sdg9_c_drb,sdg10_2_gcye,sdg10_2_nssp,sdg11_1_hocr,sdg11_1_hno,sdg11_2_samt,sdg13_1_ccvi,sdg13_2_tco2e,sdg13_2_dra,sdg15_1_pa,sdg15_5_blr,sdg16_1_rhr,sdg16_6_pbec,sdg16_9_cr,sdg17_1_pmtax,sdg17_5_pipc,index_sdg1,index_sdg2,index_sdg3,index_sdg4,index_sdg5,index_sdg6,index_sdg7,index_sdg8,index_sdg9,index_sdg10,index_sdg11,index_sdg13,index_sdg15,index_sdg16,index_sdg17,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,pop2018,pop2019,pop2020,ln_NTLpc2012,ln_NTLpc2013,ln_NTLpc2014,ln_NTLpc2015,ln_NTLpc2016,ln_NTLpc2017,ln_NTLpc2018,ln_NTLpc2019,ln_NTLpc2020,ln_t400NTLpc2012,ln_t400NTLpc2013,ln_t400NTLpc2014,ln_t400NTLpc2015,ln_t400NTLpc2016,ln_t400NTLpc2017,ln_t400NTLpc2018,ln_t400NTLpc2019,ln_t400NTLpc2020,co2015,co2016,co2017,co2018,co2019,co2020,tr400_co2015,tr400_co2016,tr400_co2017,tr400_co2018,tr400_co2019,tr400_co2020,sdg1_1_eepr,sdg8_4_rem,sdg9_5_eutf,sdg10_2_iec
44,Sabaya, -68.610298999999998, -18.908010000000001,186,Sabaya,40901,Oruro,5,Oruro-Sabaya,BOL-ADM3-33444609B55181457,  50.000000000000000,186,8461,0,  86.400002000000001,   0.120000000000000,   9.800000000000001,  31.500000000000000,  19.500000000000000,  86.000000000000000,0,  33.200001000000000,  47.599997999999999,  61.400002000000001,0,0,0,0,30,47,6,6,  13.000000000000000,  98.000000000000000,96,  71.099997999999999,1,0,   1.000000000000000,   0.600000000000000,  84.199996999999996,10,0,  75.199996999999996,38,32,   1.300000000000000,  67.699996999999996,  43.599997999999999,  16.899999999999999,  26.399999999999999,0,0,1,0,44,   5.400000000000000,   0.270000000000000,   4.700000000000000,  42.400002000000001,  89.000000000000000,  74.599997999999999,2,   1.300000000000000,0,0,0,0,  70.400002000000001,  87.699996999999996,   3.200000000000000,1726,  23.950001000000000,  50.470001000000003,  71.430000000000007,  59.520000000000003,  82.309997999999993,  27.760000000000002,  46.080002000000000,  28.420000000000002,  32.840000000000003,  85.680000000000007,  14.460000000000001,  73.980002999999996,50,  76.620002999999997,  27.100000000000001,4708.693400000000111,4936.286100000000260,5184.102100000000064,5444.531299999999646,5727.721700000000055,5993.861299999999574,6312.051300000000083,6611.293499999999767,6945.161100000000260,7310.873499999999694,7688.376000000000204,8097.169899999999870,8532.822299999999814,8963.627899999999499,9386.063500000000204,9853.218800000000556,10349.136000000000422,10854.056000000000495,11395.016999999999825,11974.556000000000495,  13.921669000000000,  13.991961000000000,  13.658136000000001,  13.714553000000000,  13.606177000000001,  14.078452000000000,  14.101516999999999,  13.895859000000000,  14.101438999999999,  13.793004000000000,  13.817057000000000,  13.841476000000000,  13.867044999999999,  13.894083999999999,  13.922533000000000,  13.951615000000000,  13.980938000000000,  14.010489000000000, 399.656430000000000, 402.075710000000015, 403.607669999999985, 406.202389999999980, 408.893219999999985, 410.885710000000017, 399.586549999999988, 401.822450000000003, 404.071230000000014, 406.333590000000015, 408.609190000000012, 410.897550000000024,89.099998,31.5,15.4,53
45,Loreto, -64.920715999999999, -15.568192000000000,317,Loreto,80601,Beni,1,Beni-Loreto,BOL-ADM3-33444609B74955412,  43.900002000000001,294,4035,0,  81.500000000000000,   0.306000000000000,  30.799999000000000,  25.200001000000000,  20.100000000000001, 678.099979999999960,103,  49.099997999999999,  31.200001000000000,  40.500000000000000,0,0,0,24,0,200,21,10,   9.800000000000001,  94.599997999999999,0,  24.000000000000000,2,0,   1.200000000000000,   0.500000000000000,  62.799999000000000,83,0,  56.500000000000000,40,16,   0.000000000000000,  75.500000000000000,  41.200001000000000,  14.199999999999999,  49.200001000000000,0,0,0,1,23,   3.200000000000000,   0.370000000000000,   3.600000000000000,  46.000000000000000,  16.700001000000000,   0.000000000000000,2,  16.700001000000000,0,15,0,8,  75.599997999999999,  82.699996999999996,   1.600000000000000,1045,  27.010000000000002,  56.659999999999997,  72.860000999999997,  21.079999999999998,  76.639999000000003,  43.580002000000000,  39.430000000000000,  35.000000000000000,  11.949999999999999,  64.410004000000001,  35.840000000000003,  53.130001000000000,63,  42.630001000000000,  15.119999999999999,5244.005900000000111,5216.972700000000259,5183.954099999999926,5125.584499999999935,5380.310999999999694,5340.592800000000352,5325.412599999999657,5448.531699999999546,5544.519000000000233,5209.855999999999767,5339.035600000000159,5659.735399999999572,5346.292000000000371,5473.523400000000038,5721.169899999999870,5766.061499999999796,5776.031699999999546,5845.383799999999610,5818.022899999999936,5914.693400000000111,  10.512505000000001,  10.824665000000000,  11.305967000000001,  11.823947000000000,  11.602824000000000,  11.913893000000000,  12.262980000000001,  12.041477000000000,  12.454404000000000,  10.732154000000000,  10.962547000000001,  11.192079000000000,  11.419892000000001,  11.645417000000000,  11.869092000000000,  12.091252000000001,  12.312339000000000,  12.533231000000001, 398.706329999999980, 401.240630000000010, 402.995420000000024, 405.686609999999973, 407.786800000000028, 410.108949999999993, 398.774540000000002, 401.016200000000026, 403.270320000000027, 405.537260000000003, 407.816989999999976, 410.109280000000012,57,10.1,0,138
46,Tomave, -66.394008999999997, -20.101679000000001,231,Tomave,51202,Potosí,7,Potosí-Tomave,BOL-ADM3-33444609B79735413,  46.799999000000000,259,16329,0,  76.300003000000004,   0.222000000000000,   5.700000000000000,  49.200001000000000,  11.300000000000001,   3.000000000000000,6,  36.700001000000000,  41.799999000000000,  56.500000000000000,0,0,0,18,0,87,6,3,   8.900000000000000,  89.300003000000004,100,  46.400002000000001,1,0,   0.900000000000000,   0.700000000000000,  65.900002000000001,8,0,  67.800003000000004,25,29,   0.100000000000000,  67.599997999999999,  46.799999000000000,   9.699999999999999,  28.299999000000000,0,0,4,2,23,   1.900000000000000,   0.400000000000000,  14.100000000000000,  17.399999999999999,  91.900002000000001,   0.000000000000000,2,   0.100000000000000,0,9,0,0,  68.099997999999999,  89.699996999999996,   0.800000000000000,537,  19.370000999999998,  29.020000000000000,  70.319999999999993,  54.590000000000003,  70.870002999999997,  18.500000000000000,  45.930000000000000,  37.720001000000003,  38.779998999999997,  72.529999000000004,  28.940000999999999,  72.650002000000001,59,  76.860000999999997,   6.680000000000000,12972.701999999999316,13157.284999999999854,13352.264999999999418,13544.943999999999505,13775.750000000000000,13937.566000000000713,14178.564000000000306,14398.582000000000335,14622.282999999999447,14839.538000000000466,15105.243000000000393,15363.920000000000073,15596.555000000000291,15821.504000000000815,16031.691000000000713,16227.728999999999360,16529.495999999999185,16746.484000000000378,16996.444999999999709,17238.094000000000960,  13.945874999999999,  13.970936999999999,  13.852778000000001,  13.987508000000000,  14.037924000000000,  14.421239999999999,  14.343394000000000,  14.210139000000000,  14.339809000000001,  13.879571000000000,  13.940113999999999,  14.000882000000001,  14.062130000000000,  14.123737000000000,  14.185407000000000,  14.246618000000000,  14.307446000000001,  14.368198000000000, 398.356690000000015, 401.793430000000001, 403.572479999999985, 406.703520000000026, 408.813840000000027, 410.292689999999993, 398.946469999999977, 401.319979999999987, 403.706299999999999, 406.104829999999993, 408.515109999999993, 410.938109999999995,87.800003,15.3,14.7,26
47,Porco, -65.984157999999994, -19.807815000000002,232,Porco,51203,Potosí,7,Potosí-Porco,BOL-ADM3-33444609B50648219,  55.200001000000000,79,11395,74,  41.000000000000000,   0.106000000000000,  58.400002000000001,  18.000000000000000,  18.899999999999999,   0.300000000000000,2,  66.699996999999996,  30.200001000000000,  38.500000000000000,0,0,0,26,0,90,1,0,  11.400000000000000,  95.800003000000004,50,  49.599997999999999,2,0,   0.700000000000000,   0.400000000000000,  81.000000000000000,66,0,  82.900002000000001,111,76,   0.300000000000000,  70.400002000000001,  25.000000000000000,   6.000000000000000,  41.700001000000000,35,0,2,3,62,   4.400000000000000,   0.340000000000000,   7.800000000000000,  32.200001000000000,  40.000000000000000,  83.500000000000000,1,   0.300000000000000,0,0,0,0,  71.000000000000000,  87.300003000000004,   1.300000000000000,953,  57.840000000000003,  32.659999999999997,  80.370002999999997,  65.889999000000003,  46.770000000000003,  46.060001000000000,  66.980002999999996,  40.299999000000000,  51.759998000000003,  72.029999000000004,  40.630001000000000,  86.879997000000003,50,  76.709998999999996,  13.470000000000001,5976.751500000000306,6296.565400000000409,6639.395999999999731,6992.037099999999555,7407.229999999999563,7809.818400000000111,8232.477500000000873,8665.936499999999796,9139.240200000000186,9645.099599999999555,10170.170000000000073,10740.016999999999825,11317.604999999999563,11904.680000000000291,12526.792999999999665,13282.504999999999200,14045.435999999999694,14831.370999999999185,15659.510000000000218,16540.245999999999185,  14.288793000000000,  14.372540000000001,  14.286156000000000,  14.331274000000001,  14.589657000000001,  14.630367000000000,  14.506494000000000,  14.727574000000001,  14.663788000000000,  14.265561999999999,  14.321160000000001,  14.376754000000000,  14.432523000000000,  14.488417999999999,  14.544141000000000,  14.599644000000000,  14.655094000000000,  14.710428000000000, 398.442499999999995, 401.682009999999991, 403.128570000000025, 407.112149999999986, 408.151400000000024, 410.058139999999980, 398.957310000000007, 401.263550000000009, 403.581759999999974, 405.911800000000028, 408.252409999999998, 410.604949999999974,54.799999,9.1999998,12.5,89
48,Villa Montes, -62.911853999999998, -21.401036999999999,244,Villamontes,60303,Tarija,9,Tarija-Villamontes,BOL-ADM3-33444609B43551685,  63.900002000000001,16,51916,75,  43.400002000000001,   0.055000000000000,  75.000000000000000,  14.199999999999999,  27.500000000000000, 267.700010000000020,49,  82.500000000000000,  17.399999999999999,  21.299999000000000,3,1,0,76,0,74,5,4,  17.399999999999999,  96.500000000000000,0,  71.400002000000001,1,1,   1.100000000000000,   0.700000000000000,  96.300003000000004,54,79,  89.199996999999996,279,73,   1.400000000000000,  69.000000000000000,  46.099997999999999,  20.299999000000000,  27.500000000000000,24,2,3,30,68,   3.700000000000000,   0.340000000000000,   5.200000000000000,  31.500000000000000,  16.700001000000000, 107.500000000000000,1,   4.200000000000000,0,15,0,1,  76.000000000000000,  89.599997999999999,   4.800000000000000,1133,  73.849997999999999,  51.299999000000000,  78.300003000000004,  50.520000000000003,  84.830001999999993,  75.430000000000007,  72.709998999999996,  44.990001999999997,  67.110000999999997,  76.650002000000001,  50.790000999999997,  78.180000000000007,58,  75.120002999999997,  20.440000999999999,23619.640999999999622,24550.932000000000698,25782.254000000000815,26864.947000000000116,28336.206999999998516,29512.300999999999476,30818.562999999998283,32333.412000000000262,33713.065999999998894,34987.222999999998137,36883.188000000001921,38533.902000000001863,39968.512000000002445,41557.285000000003492,43006.832000000002154,45702.483999999996740,48020.069999999999709,50237.512000000002445,52554.108999999996740,55077.449000000000524,  16.136614000000002,  16.162459999999999,  16.249706000000000,  16.041070999999999,  15.909311000000001,  16.078389999999999,  16.025558000000000,  16.074873000000000,  16.057258999999998,  16.143028000000001,  16.127087000000000,  16.111044000000000,  16.094940000000001,  16.079172000000000,  16.063990000000000,  16.049226999999998,  16.034748000000000,  16.020363000000000, 397.413999999999987, 401.647859999999980, 402.265319999999974, 405.452940000000012, 408.741519999999980, 409.418670000000020, 398.138210000000015, 400.528140000000008, 402.930479999999989, 405.346470000000011, 407.775359999999978, 410.216859999999997,19.700001,6,31.799999,72
49,Yocalla, -65.941579000000004, -19.495580000000000,201,Yocalla,50103,Potosí,7,Potosí-Yocalla,BOL-ADM3-33444609B55738046,  49.400002000000001,195,9674,0,  65.099997999999999,   0.088000000000000,  27.600000000000001,  18.000000000000000,  18.899999999999999,   2.000000000000000,7,  48.900002000000001,  34.599997999999999,  44.900002000000001,0,0,0,10,0,74,8,5,   8.500000000000000,  87.800003000000004,26,  76.599997999999999,2,0,   0.700000000000000,   0.700000000000000,  93.800003000000004,38,0,  82.599997999999999,30,46,   0.100000000000000,  71.900002000000001,  48.400002000000001,   9.600000000000000,  26.299999000000000,0,0,1,3,44,   1.700000000000000,   0.380000000000000,  14.900000000000000,  21.200001000000000,  69.699996999999996,   1.500000000000000,1,   0.100000000000000,0,0,0,0,  64.000000000000000,  91.099997999999999,   0.100000000000000,643,  37.259998000000003,  34.209999000000003,  77.980002999999996,  39.080002000000000,  57.209999000000003,  41.909999999999997,  55.770000000000003,  36.840000000000003,  38.900002000000001,  72.540001000000004,  34.479999999999997,  81.349997999999999,50,  75.660004000000001,   7.440000000000000,9841.587900000000445,9768.622999999999593,10027.523999999999432,9803.099599999999555,10061.250000000000000,10237.013000000000829,10444.583000000000538,10169.486000000000786,10163.138999999999214,10520.212999999999738,10362.307000000000698,10979.984000000000378,10904.712999999999738,11086.724000000000160,11185.664000000000669,11300.140999999999622,11677.353999999999360,11604.502000000000407,11737.060999999999694,11932.691000000000713,  14.348044000000000,  14.492801999999999,  14.535605000000000,  14.828692999999999,  14.765313000000001,  14.934405000000000,  14.953238000000001,  14.891206000000000,  14.930144000000000,  14.447250000000000,  14.523747000000000,  14.599803000000000,  14.675186000000000,  14.749509000000000,  14.822762000000001,  14.894976000000000,  14.966466000000000,  15.037687000000000, 397.266239999999982, 401.405550000000005, 403.069950000000006, 405.752929999999992, 407.629000000000019, 409.305150000000026, 398.257259999999974, 400.568449999999984, 402.890319999999974, 405.222960000000000, 407.566010000000006, 409.921199999999999,84.199997,27.299999,33.299999,31
50,Urmiri, -66.181222000000005, -19.472973000000000,202,Urmiri,50104,Potosí,7,Potosí-Urmiri,BOL-ADM3-33444609B4133228,  42.400002000000001,309,3529,0,  95.000000000000000,   0.241000000000000,   5.100000000000000,  49.200001000000000,  11.300000000000001,   3.000000000000000,0,  27.299999000000000,  50.500000000000000,  66.500000000000000,0,0,0,0,0,9,0,0,   4.200000000000000,  90.500000000000000,55,  70.000000000000000,1,0,   0.800000000000000,   0.700000000000000,  63.500000000000000,15,0,  53.099997999999999,13,17,   0.000000000000000,  75.000000000000000,  52.599997999999999,   9.199999999999999,  33.000000000000000,0,0,1,0,22,   0.300000000000000,   0.370000000000000,  48.700001000000000,  28.000000000000000,  89.500000000000000,   0.000000000000000,2,   0.000000000000000,0,7,0,0,  46.500000000000000,  83.699996999999996,   0.000000000000000,881,  11.550000000000001,  28.790001000000000,  72.459998999999996,  66.209998999999996,  62.139999000000003,  19.799999000000000,  37.070000000000000,  33.639999000000003,  22.079999999999998,  53.450001000000000,  21.940000999999999,  77.860000999999997,57,  61.790000999999997,  10.789999999999999,1848.755100000000084,1895.297100000000000,1970.599899999999934,2036.082900000000109,2088.151899999999841,2154.291999999999916,2222.137000000000171,2283.527300000000196,2343.714399999999841,2409.427200000000084,2486.858600000000024,2557.458700000000135,2630.166999999999916,2716.503700000000208,2795.022699999999986,2882.090799999999945,2960.112799999999879,3042.518099999999777,3127.902599999999893,3215.199700000000121,  13.130419000000000,  13.471886000000000,  13.361243999999999,  13.550304000000001,  13.417977000000000,  13.862007999999999,  13.728657999999999,  13.513356000000000,  13.813176000000000,  13.276899999999999,  13.343349000000000,  13.409471000000000,  13.475215000000000,  13.540414999999999,  13.605085000000001,  13.668941000000000,  13.732338000000000,  13.795776000000000, 396.948789999999974, 401.461400000000026, 403.142550000000028, 406.430020000000013, 407.733729999999980, 409.748749999999973, 398.103850000000023, 400.543979999999976, 402.996190000000013, 405.459749999999985, 407.934450000000027, 410.422700000000020,93.900002,37.299999,25,15
51,Mocomoco, -69.036253000000002, -15.450824000000001,50,Mocomoco,20402,La Paz,4,La Paz-Mocomoco,BOL-ADM3-33444609B8281684,  46.299999000000000,268,16175,0,  90.900002000000001,   0.189000000000000,  17.000000000000000,  23.100000000000001,  21.700001000000000,   0.800000000000000,0,  13.100000000000000,  37.900002000000001,  49.099997999999999,0,0,0,6,0,53,3,5,   4.300000000000000,  81.599997999999999,100,  54.299999000000000,0,0,   0.700000000000000,   0.900000000000000,  85.699996999999996,29,0,  56.299999000000000,26,15,   0.100000000000000,  77.800003000000004,  71.599997999999999,   9.699999999999999,  15.100000000000000,0,0,1,3,22,   0.800000000000000,   0.500000000000000,  30.799999000000000,  10.600000000000000,  72.599997999999999,   0.000000000000000,2,   0.100000000000000,0,0,0,0,  69.199996999999996,  93.900002000000001,   0.100000000000000,708,  19.510000000000002,  27.280000999999999,  73.809997999999993,  49.689999000000000,  53.599997999999999,  35.180000000000000,  38.320000000000000,  56.549999000000000,  30.649999999999999,  53.189999000000000,  41.189999000000000,  77.510002000000000,50,  80.180000000000007,   8.390000000000001,20066.011999999998807,19782.254000000000815,19548.988000000001193,19319.473000000001775,19315.456999999998516,19168.835999999999331,18893.708999999998923,18848.863000000001193,18710.898000000001048,18539.057000000000698,18521.546999999998661,18631.859000000000378,18419.973000000001775,18044.780999999999040,17840.363000000001193,17825.284999999999854,17823.969000000000960,17662.078000000001339,17518.081999999998516,17384.256000000001222,  11.234113000000001,  11.499708999999999,  11.449510999999999,  11.414593999999999,  11.358541000000001,  12.160890000000000,  12.438215000000000,  12.642072000000001,  12.371646999999999,  11.137528000000000,  11.311686999999999,  11.486136999999999,  11.661623000000001,  11.838797000000000,  12.017694000000001,  12.197145000000001,  12.376341999999999,  12.555080999999999, 398.400089999999977, 401.749630000000025, 403.329220000000021, 406.664519999999982, 408.647519999999986, 411.948059999999998, 398.596949999999993, 401.184910000000002, 403.789280000000019, 406.410919999999976, 409.049770000000024, 411.706180000000018,91.599998,18.4,20.299999,20
52,Saipina, -64.640703999999999, -18.022718999999999,299,Saipina,71302,Santa Cruz,8,Santa Cruz-Saipina,BOL-ADM3-33444609B21235771,  55.099997999999999,80,9702,55,  61.599997999999999,   0.094000000000000,  61.400002000000001,   7.600000000000000,  32.799999000000000,   7.200000000000000,76,  70.099997999999999,  18.000000000000000,  22.600000000000001,2,0,0,11,0,94,3,2,  10.100000000000000,  93.699996999999996,66,  55.400002000000001,2,0,   0.900000000000000,   0.600000000000000,  92.599997999999999,49,0,  85.699996999999996,79,71,   0.100000000000000,  77.000000000000000,  49.299999000000000,   6.100000000000000,  23.100000000000001,10,0,1,2,67,   1.700000000000000,   0.410000000000000,   5.600000000000000,  42.299999000000000,  35.700001000000000,  15.300000000000001,1,   0.100000000000000,0,0,0,0,  63.799999000000000,  91.500000000000000,   0.700000000000000,1059,  54.279998999999997,  29.940000999999999,  84.480002999999996,  60.869999000000000,  74.470000999999996,  45.459999000000003,  65.750000000000000,  52.459999000000003,  33.360000999999997,  69.669998000000007,  32.090000000000003,  83.769997000000004,50,  75.800003000000004,  14.289999999999999,4996.490200000000186,5139.510699999999815,5251.300299999999879,5457.783699999999953,5663.303700000000390,5841.967800000000352,6018.272500000000036,6177.857899999999972,6382.229000000000269,6607.178700000000390,6797.558600000000297,6981.034200000000055,7205.785600000000159,7350.398900000000140,7547.052200000000084,7873.600599999999758,8121.011700000000019,8342.968800000000556,8595.130900000000111,8886.324199999999109,  14.020355000000000,  14.101884999999999,  13.858262000000000,  14.004084000000001,  14.138793000000000,  14.175879999999999,  14.120941000000000,  14.018523999999999,  14.181759000000000,  13.993907999999999,  14.012072000000000,  14.030326000000001,  14.048940000000000,  14.067743000000000,  14.086461000000000,  14.104993000000000,  14.123459000000000,  14.142026000000000, 397.160889999999995, 400.213099999999997, 400.925200000000018, 403.520260000000007, 407.097109999999986, 410.237520000000018, 396.898379999999975, 399.392060000000015, 401.901979999999980, 404.431120000000021, 406.980099999999993, 409.546690000000012,53.599998,8.3000002,0,73
53,Omereque, -64.893546000000001, -18.070062000000000,120,Omereque,30203,Cochabamba,3,Cochabamba-Omereque,BOL-ADM3-33444609B25995685,  55.099997999999999,81,5850,0,  69.699996999999996,   0.156000000000000,  48.099997999999999,  18.100000000000001,  23.399999999999999,   3.500000000000000,20,  53.900002000000001,  23.600000000000001,  28.399999999999999,3,0,0,0,0,61,3,1,   6.600000000000000,  91.199996999999996,100,  68.199996999999996,3,0,   0.900000000000000,   0.700000000000000,  89.500000000000000,56,0,  79.800003000000004,118,43,   0.100000000000000,  79.199996999999996,  51.799999000000000,   9.500000000000000,  22.000000000000000,34,0,1,1,61,   2.600000000000000,   0.430000000000000,  17.399999999999999,  30.799999000000000,  47.400002000000001,  14.000000000000000,1,   0.100000000000000,0,0,0,0,  71.500000000000000,  82.400002000000001,   0.300000000000000,1516,  48.759998000000003,  30.680000000000000,  82.349997999999999,  66.819999999999993,  75.819999999999993,  46.450001000000000,  57.759998000000003,  59.060001000000000,  29.920000000000002,  62.500000000000000,  36.180000000000000,  86.269997000000004,50,  73.739998000000000,  20.410000000000000,6162.974599999999555,6106.491699999999582,6023.055699999999888,5999.743699999999990,6016.170900000000074,5957.800799999999981,5923.030300000000352,5902.980999999999767,5844.295900000000074,5813.327100000000428,5772.148900000000140,5841.884299999999712,5797.012200000000121,5751.649400000000242,5653.546900000000278,5720.318400000000111,5698.958999999999833,5695.978500000000167,5675.983900000000176,5648.813500000000204,  12.747140999999999,  13.031985000000001,  13.152573000000000,  13.356180999999999,  13.806041000000000,  13.606824000000000,  13.648361000000000,  13.442322000000001,  13.409041000000000,  13.005326000000000,  13.097165000000000,  13.188250000000000,  13.277801999999999,  13.364952000000001,  13.449031000000000,  13.530462999999999,  13.610077000000000,  13.688993000000000, 398.674379999999985, 400.965790000000027, 402.494539999999972, 404.517330000000015, 408.233090000000004, 411.269040000000018, 398.195370000000025, 400.637600000000020, 403.095950000000016, 405.572659999999985, 408.068480000000022, 410.581239999999980,39.099998,10.3,3.2,58
54,Porongo, -63.364494999999998, -17.749283999999999,252,Porongo,70103,Santa Cruz,8,Santa Cruz-Porongo,BOL-ADM3-33444609B55124296,  55.700001000000000,70,17047,26,  52.599997999999999,   0.110000000000000,  64.900002000000001,   7.600000000000000,  32.799999000000000,  21.399999999999999,44,  77.199996999999996,  17.399999999999999,  21.700001000000000,0,0,0,11,29,72,4,5,  19.600000000000001,  95.800003000000004,25,  27.600000000000001,1,1,   0.900000000000000,   0.600000000000000,  88.800003000000004,60,0,  86.000000000000000,761,54,   0.500000000000000,  75.500000000000000,  46.599997999999999,   7.600000000000000,  26.000000000000000,17,0,0,1,61,  16.899999999999999,   0.370000000000000,   5.500000000000000,  38.200001000000000,  26.299999000000000, 300.500000000000000,1,  20.299999000000000,2,2,1,0,  70.099997999999999,  86.500000000000000,  52.299999000000000,1187,  67.120002999999997,  40.750000000000000,  88.190002000000007,  47.849997999999999,  76.319999999999993,  47.450001000000000,  81.809997999999993,  51.119999000000000,  39.549999000000000,  66.489998000000000,  49.869999000000000,  35.459999000000003,2,  75.709998999999996,  65.250000000000000,27097.523000000001048,27042.002000000000407,28900.495999999999185,28961.206999999998516,28069.414000000000669,29466.287000000000262,30916.229999999999563,31730.287000000000262,31229.324000000000524,33213.495999999999185,32673.837999999999738,30765.398000000001048,29649.523000000001048,30597.208999999998923,29612.043000000001484,32672.026999999998225,33634.980000000003201,34842.813000000001921,35901.391000000003260,37061.726999999998952,  15.076444000000000,  15.231018000000001,  15.434374000000000,  15.641579000000000,  15.603376000000001,  15.754915000000000,  15.884377000000001,  15.817403000000001,  15.793096999999999,  15.122268000000000,  15.235620000000001,  15.348008000000000,  15.458869999999999,  15.567864999999999,  15.675103999999999,  15.780791000000001,  15.885327999999999,  15.989374000000000, 398.804899999999975, 402.623350000000016, 404.611629999999991, 406.109440000000006, 409.307129999999972, 411.412959999999998, 399.455469999999991, 401.846949999999993, 404.251250000000027, 406.668369999999982, 409.099910000000023, 411.545619999999985,13.1,8.6000004,13.5,120
55,Santa Cruz de la Sierra, -62.997200999999997, -17.806888000000001,250,Santa Cruz de la Sierra,70101,Santa Cruz,8,Santa Cruz-Santa Cruz de la Sierra,BOL-ADM3-33444609B6878387,  64.099997999999999,13,1722480,99,  21.299999000000000,   0.012000000000000,  95.599997999999999,   7.600000000000000,  32.799999000000000,   0.000000000000000,,  90.000000000000000,  14.900000000000000,  18.299999000000000,0,0,0,123,484,61,4,3,  27.600000000000001,  98.599997999999999,50,  55.599997999999999,1,1,   0.800000000000000,   0.700000000000000,  99.900002000000001,60,32,  99.000000000000000,566,95,   0.900000000000000,  70.900002000000001,  50.400002000000001,   9.600000000000000,  20.100000000000001,33,14,3,3,85,   7.500000000000000,   0.260000000000000,   3.800000000000000,  29.399999999999999,   3.500000000000000, 212.000000000000000,0,   0.900000000000000,5,0,0,2,  82.199996999999996,  85.000000000000000,  31.700001000000000,545,  86.169998000000007,  42.740001999999997,  72.830001999999993,  66.080001999999993,  76.080001999999993,  63.110000999999997,  96.529999000000004,  70.190002000000007,  64.410004000000001,  60.810001000000000,  60.659999999999997,  55.159999999999997,30,  71.819999999999993,  45.029998999999997,1100910.399999999906868,1127900.300000000046566,1155504.800000000046566,1183556.800000000046566,1208395.000000000000000,1240269.100000000093132,1267908.100000000093132,1296906.100000000093132,1330029.000000000000000,1362528.399999999906868,1387943.500000000000000,1429553.000000000000000,1468141.600000000093132,1500293.500000000000000,1538834.500000000000000,1570341.500000000000000,1604457.500000000000000,1643086.100000000093132,1681317.800000000046566,1721637.800000000046566,  14.836176999999999,  14.943586000000000,  14.993167000000000,  15.149518000000000,  15.188038000000001,  15.168685000000000,  15.177381000000000,  15.115235999999999,  15.061507000000001,  14.949460000000000,  14.981401000000000,  15.013102000000000,  15.044193999999999,  15.074272000000001,  15.103187000000000,  15.131076999999999,  15.158238000000001,  15.185093000000000, 398.132110000000011, 401.831020000000024, 403.851900000000001, 405.880620000000022, 408.025820000000010, 410.208129999999983, 398.884250000000009, 401.177250000000015, 403.481690000000015, 405.797059999999988, 408.124149999999986, 410.463990000000024,24.6,4.0999999,21,250
