districtID,district,ln_gdppc2010,ln_gdppc2018,g
3575,Kota Pasuruan,9.8623152,10.19968,0.33736515
3576,Kota Mojokerto,10.11718,10.45652,0.33934021
3577,Kota Madiun,10.47727,10.8909,0.41362953
3578,Kota Surabaya,11.33163,11.74715,0.41552067
3579,Kota Batu,10.43673,10.82959,0.39285946
3601,Kabupaten Pandeglang,9.276268,9.659318,0.38304996
3602,Kabupaten Lebak,9.2535419,9.6326513,0.37910938
3603,Kabupaten Tangerang,9.9280891,10.12454,0.19645119
3604,Kabupaten Serang,10.09095,10.44819,0.35723972
3671,Kota Tangerang,10.52426,10.80132,0.27706051
3672,Kota Cilegon,11.68921,12.00302,0.31381035
3673,Kota Serang,9.9859953,10.36262,0.37662506
3674,Kota Tangerang Selatan,10.07142,10.40351,0.33209038
5101,Kab. Jembrana,9.9724569,10.37637,0.4039135
5102,Kab. Tabanan,9.9959211,10.42069,0.42476845
5103,Kab. Badung,10.52325,10.87121,0.34796047
5104,Kab. Gianyar,10.03807,10.46885,0.43078041
5105,Kab. Klungkung,9.942853,10.36518,0.42232704
5106,Kab. Bangli,9.4444485,9.8596268,0.4151783
5107,Kab. Karangasem,9.7335777,10.13993,0.40635204
5108,Kab. Buleleng,9.9808702,10.42264,0.4417696
5171,Kota Denpasar,10.12844,10.49342,0.36497974
5201,Lombok Barat,9.3661308,9.6364594,0.27032852
5202,Lombok Tengah,8.9801092,9.4483433,0.46823406
5203,Lombok Timur,9.013835,9.3546085,0.34077358
5204,Sumbawa,9.6059904,9.9978933,0.39190292
5205,Dompu,9.5530729,9.8782063,0.32513332
5206,Bima,9.3586082,9.700139,0.3415308
5207,Sumbawa Barat,9.7183142,11.41219,1.6938763
5208,Lombok Utara,9.3794584,9.6178617,0.23840332
5271,Mataram,9.914669,10.21852,0.30385113
5272,Bima,9.4750948,9.7417746,0.26667976
5301,Sumba Barat,9.0298433,9.2801228,0.25027943
5302,Sumba Timur,9.321476,9.6087551,0.28727913
5303,Kupang,9.2278652,9.3809958,0.15313053
5304,Timor Tengh Selatan,8.8813238,9.1844749,0.30315113
5305,Timor Tengah Utara,9.1395998,9.3010139,0.16141415
5306,Belu,9.1798811,9.4682846,0.28840351
5307,Alor,8.8276854,9.1424809,0.31479549
5308,Lembata,8.760457,8.9759417,0.21548462
5309,Flores Timur,9.2054758,9.4829397,0.27746391
5310,Sikka,8.8984241,9.2042856,0.30586147
5311,Ende,9.2190704,9.5752001,0.35612965
5312,Ngada,9.2345715,9.5210247,0.28645325
5313,Manggarai,8.7836351,9.0602579,0.27662277
5314,Rote Ndao,9.2421036,9.3099356,0.067831993
5315,Manggarai Barat,8.8226662,8.9765825,0.15391636
5316,Sumba Tengah,8.9833517,9.2052584,0.22190666
5317,Sumba Barat Daya,8.5513706,8.7768831,0.2255125
5318,Nagekeo,8.856349,9.1153927,0.25904369
5319,Manggarai Timur,8.5305281,8.8256493,0.29512119
