id,id_1,name_1,id_2,name_2,id_3,district,depecprov,povindex,pcinc,pcincppp,pcincmp,malkids,lif40,nosafh20,population,boyg1_5,girlg1_5,kids1_5,schoolcnt,schlpkid,schlppop,ad_illit,ad_ilgt50,lon,lat
20,1,Central,3,Narayani,17,Makwanpur,  23.320000000000000,  28.440000000000001,873,1410,63079,  25.100000000000001,   7.940000000000000,  21.550000000000001,414476,37694,36328,74022,597,   8.065200000000001,   1.440372900000000,  38.210000000000001,0,  85.082326100000003,  27.469379199999999
21,1,Central,3,Narayani,18,Parsa,  20.910000000000000,  36.369999999999997,757,1223,54706,  37.200000000000003,   5.300000000000000,   4.620000000000000,592108,53715,56275,109990,392,   3.564000000000000,   0.662041400000000,  51.310000000000002,1,  84.782361300000005,  27.239491999999998
22,1,Central,3,Narayani,19,Rautahat,  22.289999999999999,  46.430000000000000,468,757,33840,  39.700000000000003,   7.270000000000000,   4.870000000000000,680659,70827,65652,136479,487,   3.568300000000000,   0.715483100000000,  66.109999999999999,1,  85.304569799999996,  27.001623400000000
23,1,Central,3,Narayani,35,Chitawan,  28.879999999999999,  24.800000000000001,951,1537,68748,  42.000000000000000,   6.450000000000000,  15.770000000000000,567992,40053,37407,77460,543,   7.010100000000000,   0.955999400000000,  27.770000000000000,0,  84.436615700000004,  27.584693300000001
24,2,East,4,Koshi,20,Bhojpur,  38.460000000000001,  33.030000000000001,618,999,44666,  45.500000000000000,   9.650000000000000,  31.430000000000000,181203,16110,16019,32129,404,  12.574299999999999,   2.229543700000000,  36.909999999999997,0,  87.070372300000002,  27.181449900000000
25,2,East,4,Koshi,21,Dhankuta,  31.590000000000000,  27.570000000000000,778,1257,56223,  44.899999999999999,   7.110000000000000,  18.270000000000000,161288,12128,12166,24294,340,  13.995200000000001,   2.108030400000000,  31.410000000000000,0,  87.333455000000001,  26.990532099999999
26,2,East,4,Koshi,22,Morang,  17.289999999999999,  25.320000000000000,774,1251,55965,  31.500000000000000,   7.000000000000000,   3.080000000000000,958579,54519,58125,112644,707,   6.276400000000000,   0.737550100000000,  35.090000000000003,0,  87.472696400000004,  26.617154400000000
27,2,East,4,Koshi,23,Sankhuwasabha,  39.909999999999997,  33.640000000000001,738,1193,53364,  47.399999999999999,   8.430000000000000,  32.409999999999997,158139,15566,15395,30961,414,  13.371700000000001,   2.617950000000000,  36.840000000000003,0,  87.280732099999994,  27.581759500000000
28,2,East,4,Koshi,24,Sunsari,  16.489999999999998,  26.520000000000000,683,1104,49380,  29.399999999999999,   7.100000000000000,   3.580000000000000,750319,57362,56106,113468,745,   6.565700000000000,   0.992911000000000,  37.119999999999997,0,  87.172485699999996,  26.650269200000000
29,2,East,4,Koshi,25,Terhathum,  42.850000000000001,  33.009999999999998,878,1419,63470,  63.399999999999999,   7.990000000000000,  22.289999999999999,100805,9058,9404,18462,253,  13.703799999999999,   2.509796100000000,  30.640000000000001,0,  87.551492100000004,  27.153993700000001
30,2,East,5,Mechi,26,Ilam,  34.049999999999997,  26.960000000000001,780,1260,56348,  46.100000000000001,   8.420000000000000,  22.000000000000000,287734,18908,19156,38064,494,  12.978100000000000,   1.716863500000000,  26.539999999999999,0,  87.904114500000006,  26.880804600000001
31,2,East,5,Mechi,27,Jhapa,  14.840000000000000,  21.820000000000000,759,1226,54823,  24.199999999999999,   8.760000000000000,   5.490000000000000,807308,50534,50397,100931,684,   6.776900000000000,   0.847260300000000,  30.079999999999998,0,  87.915819200000001,  26.584178999999999
32,2,East,5,Mechi,28,Panchthar,  42.630000000000003,  33.659999999999997,670,1082,48405,  56.899999999999999,   9.160000000000000,  28.350000000000001,190394,19000,19737,38737,436,  11.255400000000000,   2.289988100000000,  33.090000000000003,0,  87.778376499999993,  27.114671200000000
33,2,East,5,Mechi,29,Taplejung,  23.980000000000000,  26.420000000000002,813,1313,58741,  38.500000000000000,  10.779999999999999,   9.460000000000001,126404,19913,21448,41361,339,   8.196099999999999,   2.681877200000000,  34.280000000000001,0,  87.824394699999999,  27.581776999999999
34,2,East,6,Sagarmatha,30,Khotang,  27.710000000000001,  29.469999999999999,701,1132,50634,  33.600000000000001,   8.150000000000000,  21.829999999999998,205176,22982,24813,47795,484,  10.126600000000000,   2.358950400000000,  38.020000000000003,0,  86.789488800000001,  27.167747500000001
35,2,East,6,Sagarmatha,31,Okhaldhunga,  37.000000000000000,  35.600000000000001,592,957,42800,  56.700000000000003,   7.170000000000000,  17.289999999999999,146782,13585,14272,27857,368,  13.210300000000000,   2.507119400000000,  43.859999999999999,0,  86.421052799999998,  27.329158700000001
36,2,East,6,Sagarmatha,32,Saptari,  18.690000000000001,  38.340000000000003,496,801,35838,  33.399999999999999,   5.390000000000000,   3.970000000000000,637071,41860,45158,87018,484,   5.562100000000000,   0.759726900000000,  54.560000000000002,1,  86.748589699999997,  26.597821000000000
37,2,East,6,Sagarmatha,33,Siraha,  24.989999999999998,  42.619999999999997,426,689,30820,  39.700000000000003,   6.370000000000000,  10.270000000000000,634844,47423,53616,101039,469,   4.641800000000000,   0.738764200000000,  60.039999999999999,1,  86.344804400000001,  26.746130099999998
38,2,East,6,Sagarmatha,34,Solukhumbu,  29.390000000000001,  32.479999999999997,1140,1841,82356,  47.600000000000001,   8.740000000000000,  11.180000000000000,105080,10875,11769,22644,290,  12.806900000000001,   2.759802100000000,  42.490000000000002,0,  86.722924699999993,  27.710202500000001
39,2,East,6,Sagarmatha,35,Udayapur,  26.030000000000001,  29.739999999999998,569,920,41156,  30.000000000000000,   8.150000000000000,  22.070000000000000,315251,26863,27927,54790,472,   8.614699999999999,   1.497219700000000,  39.299999999999997,0,  86.683726300000004,  26.902726600000001
40,3,Far-Western,7,Mahakali,36,Baitadi,  45.380000000000003,  39.579999999999998,301,487,21772,  59.200000000000003,   8.140000000000001,  31.570000000000000,194515,25576,27795,53371,457,   8.562700000000000,   2.349433200000000,  45.149999999999999,0,  80.573197199999996,  29.507508999999999
41,3,Far-Western,7,Mahakali,37,Dadeldhura,  38.909999999999997,  35.799999999999997,473,764,34164,  48.600000000000001,   8.890000000000001,  29.219999999999999,140779,13403,14019,27422,263,   9.590800000000000,   1.868176400000000,  42.740000000000002,0,  80.490705199999994,  29.223078099999999
42,3,Far-Western,7,Mahakali,38,Darchula,  32.600000000000001,  33.060000000000002,388,627,28042,  47.799999999999997,   9.039999999999999,  17.390000000000001,132081,13316,14493,27809,361,  12.981400000000001,   2.733171300000000,  41.799999999999997,0,  80.793657899999999,  29.891955700000000
43,3,Far-Western,7,Mahakali,39,Kanchanpur,  17.510000000000002,  26.600000000000001,580,938,41953,  31.699999999999999,   8.520000000000000,   3.320000000000000,447645,33069,34907,67976,430,   6.325800000000000,   0.960582600000000,  36.960000000000001,0,  80.323292899999998,  28.861743300000001
44,3,Far-Western,8,Seti,40,Achham,  51.759999999999998,  46.680000000000000,332,536,23984,  59.200000000000003,   9.500000000000000,  44.310000000000002,256102,32200,34918,67118,502,   7.479400000000000,   1.960156500000000,  54.920000000000002,1,  81.298803899999996,  29.112510100000002
45,3,Far-Western,8,Seti,41,Bajhang,  48.049999999999997,  45.320000000000000,324,523,23405,  63.200000000000003,  12.810000000000000,  32.909999999999997,134062,16255,18212,34467,262,   7.601500000000000,   1.954319600000000,  54.969999999999999,1,  81.180466199999998,  29.708155600000001
46,3,Far-Western,8,Seti,42,Bajura,  41.170000000000002,  43.280000000000001,701,1133,50659,  50.799999999999997,  13.789999999999999,  31.530000000000001,484592,46625,44862,91487,436,   4.765700000000000,   0.899726000000000,  55.479999999999997,1,  81.565160399999996,  29.561219300000001
47,3,Far-Western,8,Seti,43,Doti,  47.020000000000003,  43.570000000000000,479,774,34595,  57.600000000000001,   9.400000000000000,  36.450000000000003,206671,21962,24058,46020,381,   8.279000000000000,   1.843509700000000,  52.320000000000000,1,  80.896202000000002,  29.169554800000000
48,3,Far-Western,8,Seti,44,Kailali,  18.750000000000000,  29.489999999999998,583,942,42107,  31.399999999999999,   9.000000000000000,   6.100000000000000,765487,61930,69500,131430,605,   4.603200000000000,   0.790346500000000,  41.140000000000001,0,  80.880830700000004,  28.741589500000000
49,4,Mid-Western,9,Bheri,45,Banke,  24.829999999999998,  32.100000000000001,537,868,38819,  44.799999999999997,   7.840000000000000,   4.870000000000000,266622,26086,26502,52588,594,  11.295400000000001,   2.227873200000000,  43.689999999999998,0,  81.824165199999996,  28.087032099999998
50,4,Mid-Western,9,Bheri,46,Bardiya,  26.370000000000001,  32.299999999999997,672,1086,48564,  50.600000000000001,   8.840000000000000,   2.140000000000000,422812,33737,34031,67768,350,   5.164700000000000,   0.827791100000000,  43.460000000000001,0,  81.403231899999994,  28.383591200000001
51,4,Mid-Western,9,Bheri,47,Dailekh,  46.859999999999999,  41.350000000000001,424,684,30609,  45.600000000000001,   8.630000000000001,  48.119999999999997,260826,31139,32885,64024,508,   7.934500000000000,   1.947658600000000,  47.700000000000003,0,  81.681519300000005,  28.879575200000001
52,4,Mid-Western,9,Bheri,48,Jajarkot,  47.600000000000001,  44.200000000000003,378,611,27330,  51.299999999999997,  11.500000000000000,  43.909999999999997,170090,29081,31222,60303,430,   7.130700000000000,   2.528073400000000,  53.079999999999998,1,  82.169645299999999,  28.865292499999999
53,4,Mid-Western,9,Bheri,49,Surkhet,  47.579999999999998,  36.359999999999999,563,911,40724,  57.899999999999999,   8.390000000000001,  37.259999999999998,343160,36533,37814,74347,581,   7.814700000000000,   1.693087800000000,  33.000000000000000,0,  81.588103700000005,  28.641067100000001
54,4,Mid-Western,10,Karnali,50,Dolpa,  44.630000000000003,  44.560000000000002,643,1040,46502,  54.100000000000001,  14.480000000000000,  35.159999999999997,36110,3298,3594,6892,121,  17.556600000000000,   3.350872300000000,  55.780000000000001,1,  83.054046700000001,  29.170507099999998
55,4,Mid-Western,10,Karnali,51,Humla,  47.880000000000003,  49.259999999999998,491,794,35515,  65.700000000000003,  11.600000000000000,  30.050000000000001,49914,6931,7445,14376,135,   9.390700000000001,   2.704652000000000,  62.780000000000001,1,  81.881714500000001,  30.032314700000001
56,4,Mid-Western,10,Karnali,52,Jumla,  37.030000000000001,  42.090000000000003,623,1007,45022,  54.100000000000001,  11.029999999999999,  19.960000000000001,107395,12968,13784,26752,155,   5.794000000000000,   1.443270200000000,  55.570000000000000,1,  82.219191800000004,  29.271690599999999
57,4,Mid-Western,10,Karnali,53,Kalikot,  48.039999999999999,  45.200000000000003,358,578,25860,  54.100000000000001,  13.380000000000001,  41.990000000000002,135939,17023,18303,35326,288,   8.152600000000000,   2.118597300000000,  54.700000000000003,1,  81.752594999999999,  29.194402499999999
58,4,Mid-Western,10,Karnali,54,Mugu,  37.439999999999998,  45.219999999999999,536,866,38743,  50.200000000000003,   9.410000000000000,  24.680000000000000,54789,5138,5686,10824,152,  14.042899999999999,   2.774279500000000,  60.750000000000000,1,  82.372432399999994,  29.617959800000001
59,4,Mid-Western,11,Rapti,56,Dang,  42.009999999999998,  34.920000000000002,698,1127,50415,  39.299999999999997,   7.980000000000000,  44.719999999999999,547926,39237,41014,80251,512,   6.380000000000000,   0.934432800000000,  37.590000000000003,0,  82.412231500000004,  27.963980400000001
60,4,Mid-Western,11,Rapti,56,Pyuthan,  34.640000000000001,  33.930000000000000,421,681,30452,  48.399999999999999,  11.609999999999999,  20.870000000000001,226128,23810,24140,47950,373,   7.778900000000000,   1.649508200000000,  41.990000000000002,0,  82.866937699999994,  28.115275400000002
61,4,Mid-Western,11,Rapti,57,Rolpa,  37.159999999999997,  38.570000000000000,398,643,28768,  51.299999999999997,  10.800000000000001,  23.030000000000001,221170,26430,27483,53913,423,   7.846000000000000,   1.912556000000000,  49.259999999999998,0,  82.629991300000000,  28.343993900000001
62,4,Mid-Western,11,Rapti,58,Rukum,  38.850000000000001,  39.020000000000003,484,782,34970,  51.299999999999997,   8.140000000000001,  26.410000000000000,207279,31215,34002,65217,391,   5.995400000000000,   1.886346400000000,  49.189999999999998,0,  82.665790099999995,  28.701097200000000
63,4,Mid-Western,11,Rapti,59,Salyan,  48.140000000000001,  40.570000000000000,486,786,35131,  54.100000000000001,   8.230000000000000,  42.189999999999998,241685,24852,26114,50966,454,   8.907900000000000,   1.878478200000000,  44.500000000000000,0,  82.140614700000000,  28.396343999999999
64,5,West,13,Gandaki,64,Gorkha,  34.229999999999997,  33.579999999999998,643,1039,46488,  31.300000000000001,   6.570000000000000,  37.159999999999997,268862,23341,24223,47564,553,  11.626400000000000,   2.056817300000000,  41.829999999999998,0,  84.792768400000000,  28.318272499999999
