POLY_ID,GDLcode,country,iso_code,region,hdi90a,hdi00a,gr_hdi9000,ln_hdi90,ln_gh_9000,hdi00b,hdi10b,gr_hdi0010,ln_hdi00,ln_gh_0010,hdi10c,hdi18c,gr_hdi1018,ln_hdi10,ln_gh_1018,gnic90a,gnic00a,g_gnic9000,ln_gnic90,ln_gg_9000,gnic00b,gnic10b,g_gnic0010,ln_gnic00,ln_gg_0010,gnic10c,gnic18c,g_gnic1018,ln_gnic10,ln_gg_1018,COORD_X,COORD_Y
82,COLr122,Colombia,COL,Sucre,      52.300000000000004,      64.900000000000006,       1.240917782026769,       3.956996371070877,       0.215851252639167,      64.900000000000006,      68.300000000000011,       1.052388289676425,       4.172847623710045,       0.051062142866700,      68.300000000000011,      73.700000000000003,       1.079062957540264,       4.223909766576744,       0.076093032618546,       3.274561000000000,       6.450633000000000,       1.969922991204012,       1.186183814300747,       0.677994451226449,       6.450633000000000,       7.338942000000000,       1.137708810902744,       1.864178265527196,       0.129016425020444,       7.338942000000000,      10.115589000000000,       1.378344317205396,       1.993194690547639,       0.320883008727712,     -75.122765683937132,       9.062981553146951
83,COLr123,Colombia,COL,Tolima,      56.000000000000007,      60.399999999999999,       1.078571428571429,       4.025351690735150,       0.075637414205620,      60.399999999999999,      70.399999999999991,       1.165562913907285,       4.100989104940769,       0.153204158223227,      70.399999999999991,      74.099999999999994,       1.052556818181818,       4.254193263163996,       0.051222269138044,       5.427410000000000,       5.911830000000000,       1.089254358893100,       1.691462040412648,       0.085493387745392,       5.911830000000000,       9.695124000000000,       1.639953110965640,       1.776955428158041,       0.494667650552770,       9.695124000000000,      10.983093000000000,       1.132847088907785,       2.271623078710811,       0.124734011691342,     -75.266170928086055,       4.044151880886132
84,COLr124,Colombia,COL,Valle (incl Cali),      62.200000000000003,      67.700000000000003,       1.088424437299035,       4.130354999745133,       0.084731180173095,      67.700000000000003,      74.099999999999994,       1.094534711964549,       4.215086179918229,       0.090329352383812,      74.099999999999994,      78.500000000000000,       1.059379217273954,       4.305415532302042,       0.057683092486322,       9.433293000000001,       9.605131000000000,       1.018216120288005,       2.244245240353567,       0.018052194503774,       9.605131000000000,      12.570542000000000,       1.308731968361493,       2.262297434857342,       0.269058705351434,      12.570542000000000,      15.569108000000000,       1.238539117883700,       2.531356140208776,       0.213932554336414,     -76.531745090076370,       3.868855493654264
85,COLr125,Colombia,COL,Arauca,      63.899999999999999,      68.300000000000011,       1.068857589984351,       4.157319361383489,       0.066590405193255,      68.300000000000011,      72.599999999999994,       1.062957540263543,       4.223909766576744,       0.061055155254006,      72.599999999999994,      73.500000000000000,       1.012396694214876,       4.284964921830750,       0.012320484388041,       8.919673000000000,       8.487921999999999,       0.951595647060156,       2.188259286727128,      -0.049615074901590,       8.487921999999999,      10.845993000000000,       1.277814876244150,       2.138644211825538,       0.245151491193897,      10.845993000000000,      11.881021000000000,       1.095429528674784,       2.383795703019435,       0.091146549983139,     -70.954620341858714,       6.547832808497970
86,COLr126,Colombia,COL,Casanare,      66.799999999999997,      71.399999999999991,       1.068862275449102,       4.201703080542600,       0.066594788802939,      71.399999999999991,      71.700000000000003,       1.004201680672269,       4.268297869345538,       0.004192878260036,      71.700000000000003,      74.299999999999997,       1.036262203626220,       4.272490747605575,       0.035620204118139,       9.472451000000000,       9.010987999999999,       0.951283675154403,       2.248387691028408,      -0.049942969482088,       9.010987999999999,       9.588900000000001,       1.064134143780904,       2.198444721546320,       0.062161457954723,       9.588900000000001,      11.154081000000000,       1.163228420361042,       2.260606179501043,       0.151199260408751,     -71.622889649111485,       5.368557705126073
87,COLr127,Colombia,COL,Putumayo,      64.799999999999997,      69.199999999999989,       1.067901234567901,       4.171305603358229,       0.065695259265395,      69.199999999999989,      67.600000000000009,       0.976878612716763,       4.237000862623623,      -0.023392879574705,      67.600000000000009,      71.299999999999997,       1.054733727810651,       4.213607983048918,       0.053288344371332,       8.435504000000000,       8.029633000000000,       0.951885388235250,       2.132449465250254,      -0.049310641947482,       8.029633000000000,       7.550182000000000,       0.940289799048101,       2.083138823302772,      -0.061567154372117,       7.550182000000000,       9.689966999999999,       1.283408399956451,       2.021571668930654,       0.249519351393466,     -75.878302255444183,       0.447800813253583
88,COLr129,Colombia,COL,Amazonas,      65.799999999999997,      70.199999999999989,       1.066869300911854,       4.186619838331271,       0.064728472700494,      70.199999999999989,      65.700000000000003,       0.935897435897436,       4.251348311031765,      -0.066249385541200,      65.700000000000003,      71.200000000000003,       1.083713850837138,       4.185098925490565,       0.080393892927365,       7.838386000000000,       7.464234000000000,       0.952266703885213,       2.059032945821787,      -0.048910132285845,       7.464234000000000,       4.818908000000000,       0.645599803007248,       2.010122813535942,      -0.437575467157722,       4.818908000000000,       7.522301000000000,       1.560997014261322,       1.572547346378220,       0.445324728822511,     -71.491786018461397,      -1.554386008650629
89,COLr130,Colombia,COL,Guainja,      62.200000000000003,      66.400000000000006,       1.067524115755627,       4.130354999745133,       0.065342056737254,      66.400000000000006,      67.300000000000011,       1.013554216867470,       4.195697056482389,       0.013463180168294,      67.300000000000011,      66.400000000000006,       0.986627043090639,       4.209160236650682,      -0.013463180168294,       5.372643000000000,       5.126740000000000,       0.954230534208210,       1.681319966211479,      -0.046849986613109,       5.126740000000000,       5.518407000000000,       1.076396891591928,       1.634469979598370,       0.073619252084883,       5.518407000000000,       4.700667000000000,       0.851815931662887,       1.708089231683253,      -0.160384818142589,     -68.823990570861000,       2.709873689884534
90,COLr131,Colombia,COL,Guaviare,      60.399999999999999,      64.500000000000000,       1.067880794701987,       4.100989104940769,       0.065676118860958,      64.500000000000000,      70.399999999999991,       1.091472868217054,       4.166665223801727,       0.087528039362270,      70.399999999999991,      74.900000000000006,       1.063920454545455,       4.254193263163996,       0.061960627359177,       5.580012000000000,       5.323518000000000,       0.954033432186167,       1.719190926928542,      -0.047056563927584,       5.323518000000000,       7.948507000000000,       1.493092913370444,       1.672134363000958,       0.400849749286752,       7.948507000000000,      10.972033000000000,       1.380389172457167,       2.072984112287710,       0.322365468438975,     -72.126788796324888,       1.897604878474101
91,COLr132,Colombia,COL,Vaupis,      63.600000000000001,      67.900000000000006,       1.067610062893082,       4.152613470346076,       0.065422564218574,      67.900000000000006,      68.000000000000000,       1.001472754050074,       4.218036034564650,       0.001471670611456,      68.000000000000000,      63.500000000000000,       0.933823529411765,       4.219507705176107,      -0.068467799277461,       5.271866000000000,       5.031096000000000,       0.954329264059443,       1.662384379578243,      -0.046746526557615,       5.031096000000000,       4.882060000000000,       0.970377031167762,       1.615637853020629,      -0.030070591080319,       4.882060000000000,       3.283906000000000,       0.672647611868760,       1.585567261940310,      -0.396533694389512,     -70.567999751936696,       0.601072144423028
92,COLr133,Colombia,COL,Vichada,      62.100000000000001,      66.400000000000006,       1.069243156199678,       4.128745988939433,       0.066951067542955,      66.400000000000006,      66.700000000000003,       1.004518072289157,       4.195697056482389,       0.004507896439190,      66.700000000000003,      74.799999999999997,       1.121439280359820,       4.200204952921578,       0.114612932058854,       6.249313000000000,       5.958371000000000,       0.953444162582351,       1.832471537706664,      -0.047674416136363,       5.958371000000000,       6.637309000000000,       1.113946916027888,       1.784797121570302,       0.107909488689183,       6.637309000000000,      11.945034000000000,       1.799680261985693,       1.892706610259485,       0.587609016893475,     -69.415202326395857,       4.680443016645690
93,ECUr101,Ecuador,ECU,Coste,      63.700000000000003,      66.299999999999997,       1.040816326530612,       4.154184562578117,       0.040005334613699,      66.299999999999997,      71.899999999999991,       1.084464555052790,       4.194189897191817,       0.081086367535184,      71.899999999999991,      75.500000000000000,       1.050069541029207,       4.275276264727001,       0.048856391527978,       6.294477000000000,       6.310899000000000,       1.002608953849542,       1.839672582233864,       0.002605556437292,       6.310899000000000,       8.635657000000000,       1.368371922922550,       1.842278138671156,       0.313621655730857,       8.635657000000000,       9.647762000000000,       1.117200694747371,       2.155899794402014,       0.110826176953506,     -79.794891721564042,      -1.107860319191592
94,ECUr102,Ecuador,ECU,Sierra,      65.700000000000003,      68.400000000000006,       1.041095890410959,       4.185098925490565,       0.040273899137940,      68.400000000000006,      73.599999999999994,       1.076023391812865,       4.225372824628505,       0.073272201106326,      73.599999999999994,      77.100000000000009,       1.047554347826087,       4.298645025734831,       0.046458254834453,       8.401399000000000,       8.424042999999999,       1.002695265395680,       2.128398239600800,       0.002691639681284,       8.424042999999999,      10.856550000000000,       1.288757666597856,       2.131089879282084,       0.253678705194854,      10.856550000000000,      11.880860999999999,       1.094349586194509,       2.384768584476938,       0.090160201578868,     -77.259487602866443,      -1.564296612367639
